userName,userLocation,rating,reviewDate,checkInDate,checkOutDate,likedText,dislikedText,reviewTitle,travelerType,roomInfo,numberOfNights,propertyResponse,hotelRatingScores,helpfulVotes,reviewLanguage,hotelId,images,aiAnalysis
Naoto,Japan,8,2025-01-08T17:05:17.000Z,2025-01-06,2025-01-08,"・ホテルでなく民泊だが、2部屋ある大きな部屋だった。台所も簡易ではなく普通のもの。暖房もオイルヒーター3つで洗濯もしやすい（洗濯機があるのは助かる、ただバスルームのオイルヒーターは弱くて寒く感じる人はいるだろう）。
・朝食は自分の部屋にもってきてくれるか、ホストファミリーの家で食べるか、まあまあの内容。
・旧市街部分の中心の通り沿いなので、そういう楽しみはある。",・現金でしか払えない。,,Solo traveler,Superior Apartment,2,"7,5 ფასში რომ დამიწერეთ,ორი ღამეე საუზმით 60 კვადრატ აპარტამენტში არ მეკუთვნოდა.მადლობა.","[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ja,8385148,[],"удобство,завтрак,локация,комфорт/цена"
Philipp,Russia,10,2024-12-13T11:53:19.000Z,2024-12-08,2024-12-10,"Очень уютный и хорошо продуманный дом. Есть всё, что нужно. В декабре было тепло. Приветливые хозяева. Вкусный завтрак.",,,Couple,Superior Apartment,2,დიდი მადლობა თქვენ🙏,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"уютство,комфорт,завтрак,сервис,доброжелательность/"
Viktoriia,Russia,10,2024-12-06T05:15:34.000Z,2024-12-02,2024-12-05,"Местоположение в самом сердце Мцхеты, апартаменты очень чистые, постельное белье свежее, уютно как у себя дома. На кухне есть все, принадлежностей для готовки и посуды хватит на семью с детьми. Качественное отопление. Чистый приятный душ без запахов. И самое главное, хозяйка очень гостеприимная и добрая, завтраки были вкусные, большие и каждый день разные, я как будто в гостях у родственников побывала. Желаю вам здоровья и большой удачи 💖",,Очень теплое место,Family,Superior Apartment,3,"დიდი მადლობა თქვენ,საუკეთესო სტუმრობისათვის,ყველაფერი ისეე დატოვეთ და მოუარეთ როგორც საკუთარ სახლს.სულ ვისურვებდი თქვენისთანა კარგ და მოწესრიგებულ სტუმრებს.მართლა ოჯახივით მიგეჩვიეთ.საუკეთესო შვილები გყავთ და საუკეთესო წყვილი ხართ.მადლობა ყველაფრისათვის.ბევრი წაემატება თქვენს ლამაზ ოჯახს.❤️❤️❤️სულ გამიხარდება თქვენი სტუმრობა❤️❤️","[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"локация,чистота,уютство,сервис,завтрак,доброжелательность,комфорт/"
Maryann,Russia,10,2024-11-17T15:33:46.000Z,2024-11-10,2024-11-11,"включен вкусный завтрак , чисто , уютно , хорошая хозяйка, удобная кровать .",,,Group,Superior Apartment,1,მადლობა თქვენ🙏🙏,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"завтрак,чистота,уютство,комфорт,доброжелательность/"
Patrickvdk,Netherlands,10,2024-10-29T07:49:00.000Z,2024-10-25,2024-10-26,"Schoon, netjes, midden in het centrum maar toch rustig, voldoende ruimte, lieve gastvrouw.",,,Family,Superior Apartment,1,Thank you very much. 🙏🙏🙏❤️❤️❤️,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,nl,8385148,[],"чистота,локация,комфорт,доброжелательность/"
Anastasia,Russia,10,2024-10-12T06:15:53.000Z,2024-10-11,2024-10-12,"Все понравилось, соответствует описанию и фото. Чисто, удобные кровати, тишина, центр города, радушные хозяева",Такого нет,"Теперь оставаться будем только у вас, очень понравилось, спасибо",Family,Superior Apartment,1,დიდი მადლობა თქვენ❤️❤️🙏🙏საუკეთესო სტუმრები.,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"чистота,удобство,локация,доброжелательность,комфорт/"
Konstantin,Russia,10,2024-10-06T16:10:11.000Z,2024-10-03,2024-10-04,"Две спальни. Чистота просто идеальная. Новые матрасы, подушки, полотенца. Все свежее . Очень заботливые хозяйки, очень приятные женщины. До входа в Светицховели - 60 метров. Территория под шлагбаумом, все очень безопасно.",,Ехали транзитом в сторону Турции. Идеальное место убить двух зайцев : ночевка и осмотр Мцхеты.,Group,Superior Apartment,1,"მადლობა ძალიან დიდი,🙏🙏🙏🙏ძალიან კარგი ადამიანები","[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"чистота,комфорт,добродушие,локация,безопасность/"
Кormilina,Ukraine,10,2024-10-06T12:16:05.000Z,2024-09-28,2024-09-29,"Все понравилось , хозяйка Додо супер! Все было прекрасно, придраться совершено не к чему! Спасибо большое !",,,Group,Superior Apartment,1,საუკეთესო ადამიანებიი ხართ თქვენ.მადლობა❤️❤️❤️❤️,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,"[""https://r-xx.bstatic.com/xdata/images/xphoto/max1280x900/394313570.jpg?k=0aff345b27fdaec45a19d21468f932b4ccc89acbe4c72b412010a659d832c016&o=""]","доброжелательность,сервис,комфорт/"
Jose,Spain,10,2024-09-27T16:55:33.000Z,2024-09-18,2024-09-19,"Todo el alojamiento genial: tranquilo, céntrico, amplio, menaje completo y sobre todo el desayuno extraordinario. También hacer mención especial a la chica que nos atendió el dia 19 por la mañana, que fue muy agradable, simpática y con muchas ganas de ayudar, asi que un reconocimiento especial para ella.",,¡Perfecta estancia!.,Couple,Superior Apartment,1,მადლობა ძალიან დიდი თქვენ.🙏🙏🙏🙏❤️❤️❤️❤️,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,es,8385148,[],"удобство,сервис,завтрак,комфорт,доброжелательность,локация/"
Nikolay,Russia,10,2024-09-22T20:01:20.000Z,2024-09-21,2024-09-22,"Самый центр Мцхеты. Парковка на улице, приехали поздно, место было. Все соответствует описанию. Вкусный домашний завтрак (яичница, каша, салат, чай, кофе, сыр, масло, мед, варенье..). Ну и самое главное отличные хозяева. Спасибо за ваш приём, теплоту и улыбки!",Ну может пару крючков в ванной.,,Couple,Superior Apartment,1,"მადლობა თქვენ რომ დაინახეთ ჩვენი კეთილგანწყობა,თქვენც ძალიან კარგი სტუმრები იყავით.გელოდებით ისევ🥰","[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"локация,завтрак,добродушие,сервис/п plumbing"
Alexveya,Switzerland,9,2024-09-11T11:07:32.000Z,2024-08-06,2024-08-07,"L'accès directe en voiture n'est pas possible, il faut demander la clé. Après, il est possible de parquet très près.
La situation au centre est incroyable!",,,Family,Superior Apartment,1,მანქანით წვდომა შესაძლებელია.არის ცენტრალური გზა.უბრალოდ ჩვენი ქუჩაა იზოლირებული.პერსონალს რა დაუწუნეთ ასეე დაბალი ქულით რომ შეაფასეთ?ან რა დაგხვდათ უსუფთაო?უბრალოდ საწყენია და ძალიან ცუდია ეს დამოკიდებულება.მადლობა წარმატებები🥰,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,fr,8385148,[],локация/
Ivana,Czech Republic,10,2024-09-08T17:26:05.000Z,2024-09-07,2024-09-08,"Krasne místo v centru vedle katedrály, v noci klid, pohodlný, velký, cisty apartman, výborná snidane a velmi milá paní majitelka",Nic,,Couple,Superior Apartment,1,Thank you very much. Better guests. ,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,cs,8385148,[],"локация,чистота,комфорт,завтрак,доброжелательность/"
Marina,Russia,10,2024-09-07T06:06:45.000Z,2024-07-08,2024-07-09,"Все супер, гостеприимство на 100 баллов",,,Family,Superior Apartment,1,მადლობა თქვენ🥰,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"гостеприимство,добродушие/"
Alessio,Italy,9,2024-08-22T11:51:17.000Z,2024-08-11,2024-08-12,"Struttura in pienissimo centro, molto ampio come appartamento e abbastanza silenzioso. Colazione buona e abbondante.",Il letto è veramente piccolo (una piazza e mezza). Un po' difficile da trovare per la mancanza di indicazioni.,,Couple,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,it,8385148,[],"локация,комфорт,завтрак/шум,доступность"
Elena,Russia,10,2024-08-17T16:37:05.000Z,2024-08-16,2024-08-17,"понравилось все! отличное место, все очень чисто, аккуратно и уютно! спасибо большое хозяйке ♥️",,,Group,Superior Apartment,1,ძალიან დიდი მადლობა თქვენ.❤️❤️,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"чистота,уютство,гостеприимство,доброжелательность/"
Alla,Russia,10,2024-08-12T09:28:15.000Z,2024-08-10,2024-08-11,"Большое спасибо за гостеприимство, нам понравилось все без исключения!
Идеальная чистота, отличное месторасположение в самом центре, уютные и комфортные апартаменты, радушная хозяйка, прекрасный завтрак. Есть парковка.
С удовольствием остановимся здесь еще, наилучшие рекомендации!",,,Family,Superior Apartment,1,დიდი მადლობა თქვენ🙏🙏🙏❤️❤️,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"чистота,локация,комфорт,гостеприимство,завтрак,парковка/"
Nina,Russia,9,2024-08-05T07:49:07.000Z,2024-07-27,2024-07-28,Просторный чистый апартамент в историческом центре Мцхета. Лояльная и доброжелательная хозяйка,,,Family,Superior Apartment,1,მადლობა თქვენ❤️❤️❤️,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"чистота,локация,доброжелательность/"
Petr,Czech Republic,9,2024-08-04T10:02:34.000Z,2024-07-17,2024-07-18,"Krásný, útulný menší apartmán přímo v centru Mcchety. Blízko místní památky i restaurace. Skvělá snídaně. Milá majitelka.",,,Family,Superior Apartment,1,მადლობა🙏❤️,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,cs,8385148,[],"уютство,локация,завтрак,добродушие,комфорт,сервис/"
Mikhail,Cyprus,9,2024-07-12T21:34:13.000Z,2024-06-25,2024-06-26,"Маленький отель - может быть, с одним номером, максимум - с двумя - тремя. Расположение просто идеальное - прямо за крепостной ценой монастыря Светицховели. Своей парковки у отеля нет, но мы без проблем припарковались на улице. Радушный хозяин. Завтрак - за дополнительную плату, но очень скромную, причем еды было очень много.",,,Family,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"локация,гостеприимство,завтрак,добродушие/"
Ewelina,Poland,10,2024-07-12T17:21:14.000Z,2024-07-11,2024-07-12,"Świetna lokalizacja w samym centrum miasta. Apartament czysty, zadbany, w pełni wyposażony. Wszystko jak na zdjęciach. Polecam",,,Family,Superior Apartment,1,მადლობა თქვენ🫰🫰❤️❤️🙏🙏,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,pl,8385148,[],"чистота,локация,уютство/"
Volker,Germany,10,2024-06-15T17:20:04.000Z,2024-06-14,2024-06-15,"Zentrale Lage
Sauberkeit
Freundlichkeit","Es ist nicht ganz einfach, die Unterkunft mit dem Auto zu erreichen, da die Zufahrt in die Altstadt eingeschränkt ist. Das sollte man erklären. 
Einmal angekommen kann man vor der Tür parken.",Nette Unterkunft mitten in der Altstadt,Couple,Superior Apartment,1,მადლობა თქვენ❤️❤️,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,de,8385148,[],"локация,чистота,доброжелательность/доступность"
Артём,Armenia,10,2024-06-15T06:08:59.000Z,2024-06-08,2024-06-09,"Ехали семьёй проездом из Армении в Россию, решили остановиться на один день в Грузии. Выбрали Мцхету и не пожалели. Уникальное место, где можно насладиться и природой, и историческими достопримечательностям, и вкусной едой, и истинным кавказским гостеприимством. Большая благодарность хозяевам дома, который находится в самом центре исторической достопримечательности Мцхеты. В номере всё очень чисто, уютно и продумано до мелочей. Всем рекомендуем это место, этот дом и этих гостеприимных хозяев",,,Family,Superior Apartment,1,"მადლობა თქვენ.საუკეთესო ადამიანები ხართ,ყოველთვის ვისურვებდი თქვენისთანა სტუმრებს.მოწესრიგებულები,თბილები და საუკეთესო პიროვნებები ხარ.100 ქულა ჩემგან🙏🙏🙏❤️❤️","[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"чистота,уютство,гостеприимство,локация,комфорт/"
Иванов,Russia,10,2024-05-22T09:08:49.000Z,2024-05-21,2024-05-22,"Хорошо, чисто. Хорошая, позитивная хозяйка. Оставила вино в подарок. Так же было кофе и чай. Рядом церковь и торговля сувенирами.",Всё было хорошо,,Family,Superior Apartment,1,მადლობა თქვენ🙏🙏,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"чистота,доброжелательность,гостеприимство,локация/"
Mykhailo,Georgia,7,2024-05-19T17:09:01.000Z,2024-05-18,2024-05-19,Не первый раз останавливаюсь в этой локации . Раньше было лучше,"Приехал с сестрой , почему то была только одна кровать с постельным . Мне пришлось спать на диване одетым . Было достаточно холодно. Я понимаю май , но помещение цокольное и можно было его прогреть немного. В прошлые разы , когда приезжал были небольшие вкусняшки к чаю , было тепло и застелено два отдельных спальных места и очень душевно . Почему всего этого не было в этот раз не знаю , но из списка предложений в Мцехете этот вариант был дороже раза в два , чем другие похожие . Выбирал опять же не из цены , а потому что было тут уютно и комфортно , как дома , но не в этот раз",,Family,Superior Apartment,1,"არ ველოდი ასეთ შეფასებას,თქვენ შეგეძლოთ გეთქვათ დამატებითი საწოლის გაშლა,ჩემთან მოვიდა ჯავშანი ორ ადამიანზე და შესაბამისად მითითებულია 2 საწოლიანი ტახტი.რაც შეეხევა სიცივეს,სითბოსთვის არის კონდიციონერი და შეგეძლოთ ჩაგერთოთ.მე მაინც წარმატებებს გისურვებთ.მადლობა ამ უარყოფითი კომენტარისთვის.","[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"локация,уютство/комфорт,сервис,цена,мебель"
Olga,Russia,10,2023-09-28T16:08:52.000Z,2023-09-26,2023-09-28,"Лучшее местоположение нельзя придумать, просто идеально)
Чисто, комфотно, есть абсолютно все, что нужно, очень милая хозяйка.Однозначно рекомендуем",,Прекрасно,Group,Superior Apartment,2,Спасибо за оценку.Самые лучшие дамы.Спасибо. ❤️❤️❤️🙏🙏,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",1,ru,8385148,[],"локация,чистота,комфорт,доброжелательность,гостеприимство/"
